"","pop_weight","scaled_weight"
"1",224595.417428133,0.900235333484886
"2",203407.790612089,0.815309957397913
"3",210100.253379723,0.842135043681716
"4",199605.635615503,0.800069956909446
"5",452622.536749036,1.8142257975652
"6",224595.417428133,0.900235333484886
"7",210100.253379723,0.842135043681716
"8",224595.417428133,0.900235333484886
"9",224595.417428133,0.900235333484886
"10",301037.737652331,1.20663551932754
"11",224595.417428133,0.900235333484886
"12",317319.996165223,1.27189893649825
"13",224595.417428133,0.900235333484886
"14",224595.417428133,0.900235333484886
"15",210100.253379723,0.842135043681716
"16",199605.635615503,0.800069956909446
"17",224595.417428133,0.900235333484886
"18",87374.7026353225,0.350219944225806
"19",317319.996165223,1.27189893649825
"20",83010.2904479521,0.332726274470856
"21",213376.758623169,0.855268106788146
"22",210100.253379723,0.842135043681716
"23",213376.758623169,0.855268106788146
"24",224595.417428133,0.900235333484886
"25",452622.536749036,1.8142257975652
"26",203407.790612089,0.815309957397913
"27",255042.947393915,1.02227674735883
"28",445464.356812992,1.78553399888266
"29",190280.054848778,0.762690666594411
"30",224595.417428133,0.900235333484886
"31",296840.480363314,1.18981184875328
"32",224595.417428133,0.900235333484886
"33",224595.417428133,0.900235333484886
"34",224595.417428133,0.900235333484886
"35",224595.417428133,0.900235333484886
"36",199605.635615503,0.800069956909446
"37",83010.2904479521,0.332726274470856
"38",281609.062561803,1.12876046738047
"39",272638.782250826,1.09280531130615
"40",268837.481041898,1.07756873301492
"41",281609.062561803,1.12876046738047
"42",452622.536749036,1.8142257975652
"43",180775.466388414,0.724593868092317
"44",383467.490586528,1.5370348523662
"45",255042.947393915,1.02227674735883
"46",224595.417428133,0.900235333484886
"47",83010.2904479521,0.332726274470856
"48",224595.417428133,0.900235333484886
"49",476197.679718861,1.90872094326507
"50",115480.311214142,0.462874343863524
"51",409923.547130343,1.64307742953961
"52",452622.536749036,1.8142257975652
"53",210100.253379723,0.842135043681716
"54",281609.062561803,1.12876046738047
"55",301037.737652331,1.20663551932754
"56",210100.253379723,0.842135043681716
"57",213376.758623169,0.855268106788146
"58",445464.356812992,1.78553399888266
"59",423410.730037601,1.69713747556068
"60",203407.790612089,0.815309957397913
"61",423410.730037601,1.69713747556068
"62",296840.480363314,1.18981184875328
"63",423410.730037601,1.69713747556068
"64",210100.253379723,0.842135043681716
"65",281609.062561803,1.12876046738047
"66",423410.730037601,1.69713747556068
"67",123447.488923276,0.494808810577258
"68",199605.635615503,0.800069956909446
"69",301037.737652331,1.20663551932754
"70",213376.758623169,0.855268106788146
"71",301037.737652331,1.20663551932754
"72",452622.536749036,1.8142257975652
"73",301037.737652331,1.20663551932754
"74",199605.635615503,0.800069956909446
"75",296840.480363314,1.18981184875328
"76",281609.062561803,1.12876046738047
"77",301037.737652331,1.20663551932754
"78",199605.635615503,0.800069956909446
"79",199605.635615503,0.800069956909446
"80",77652.8891637774,0.311252452845735
"81",213376.758623169,0.855268106788146
"82",213376.758623169,0.855268106788146
"83",403440.647424429,1.61709232509922
"84",213376.758623169,0.855268106788146
"85",317319.996165223,1.27189893649825
"86",213376.758623169,0.855268106788146
"87",317319.996165223,1.27189893649825
"88",199605.635615503,0.800069956909446
"89",296840.480363314,1.18981184875328
"90",213376.758623169,0.855268106788146
"91",452622.536749036,1.8142257975652
"92",317319.996165223,1.27189893649825
"93",423410.730037601,1.69713747556068
"94",301037.737652331,1.20663551932754
"95",281609.062561803,1.12876046738047
"96",296840.480363314,1.18981184875328
"97",213376.758623169,0.855268106788146
"98",296840.480363314,1.18981184875328
"99",317319.996165223,1.27189893649825
"100",317319.996165223,1.27189893649825
"101",173299.687753535,0.694629053362372
"102",83010.2904479521,0.332726274470856
"103",199605.635615503,0.800069956909446
"104",176084.445565979,0.705791068182918
"105",431274.68509998,1.72865819975514
"106",281609.062561803,1.12876046738047
"107",445464.356812992,1.78553399888266
"108",176084.445565979,0.705791068182918
"109",190280.054848778,0.762690666594411
"110",164720.131217629,0.660240017166983
"111",210100.253379723,0.842135043681716
"112",199605.635615503,0.800069956909446
"113",224595.417428133,0.900235333484886
"114",452622.536749036,1.8142257975652
"115",224595.417428133,0.900235333484886
"116",423410.730037601,1.69713747556068
"117",476197.679718861,1.90872094326507
"118",281609.062561803,1.12876046738047
"119",423410.730037601,1.69713747556068
"120",296840.480363314,1.18981184875328
"121",423410.730037601,1.69713747556068
"122",213376.758623169,0.855268106788146
"123",83010.2904479521,0.332726274470856
"124",383467.490586528,1.5370348523662
"125",287385.023595408,1.1519119825219
"126",476197.679718861,1.90872094326507
"127",317319.996165223,1.27189893649825
"128",301037.737652331,1.20663551932754
"129",199605.635615503,0.800069956909446
"130",268837.481041898,1.07756873301492
"131",296840.480363314,1.18981184875328
"132",117113.176709401,0.469419282449064
"133",301037.737652331,1.20663551932754
"134",164720.131217629,0.660240017166983
"135",281609.062561803,1.12876046738047
"136",176084.445565979,0.705791068182918
"137",224595.417428133,0.900235333484886
"138",272638.782250826,1.09280531130615
"139",77652.8891637774,0.311252452845735
"140",423410.730037601,1.69713747556068
"141",210100.253379723,0.842135043681716
"142",199605.635615503,0.800069956909446
"143",210100.253379723,0.842135043681716
"144",224595.417428133,0.900235333484886
"145",213376.758623169,0.855268106788146
"146",301037.737652331,1.20663551932754
"147",199605.635615503,0.800069956909446
"148",83010.2904479521,0.332726274470856
"149",224595.417428133,0.900235333484886
"150",224595.417428133,0.900235333484886
