"","pop_weight","scaled_weight"
"1",101779.79107865,0.326367350546784
"2",221901.190139923,0.711548950352837
"3",221901.190139923,0.711548950352837
"4",243896.51291637,0.78207921125132
"5",319671.929150978,1.02506086380706
"6",243896.51291637,0.78207921125132
"7",101779.79107865,0.326367350546784
"8",221901.190139923,0.711548950352837
"9",221901.190139923,0.711548950352837
"10",319671.929150978,1.02506086380706
"11",290842.950908651,0.932617784997359
"12",293532.538811511,0.941242224766945
"13",146624.459932727,0.470166385747624
"14",290842.950908651,0.932617784997359
"15",167795.176002496,0.538052460572924
"16",286386.655342069,0.918328215703637
"17",218501.220201678,0.700646597646824
"18",286386.655342069,0.918328215703637
"19",286386.655342069,0.918328215703637
"20",167795.176002496,0.538052460572924
"21",221901.190139923,0.711548950352837
"22",298100.027299377,0.955888345579729
"23",290842.950908651,0.932617784997359
"24",101779.79107865,0.326367350546784
"25",100220.321164271,0.321366750144488
"26",491450.670284782,1.57588703499441
"27",286386.655342069,0.918328215703637
"28",221901.190139923,0.711548950352837
"29",249982.187745812,0.80159355245133
"30",327648.342547181,1.05063805235693
"31",100220.321164271,0.321366750144488
"32",111868.422669507,0.358717583614231
"33",111868.422669507,0.358717583614231
"34",243896.51291637,0.78207921125132
"35",221901.190139923,0.711548950352837
"36",552113.728647414,1.77040936034069
"37",553312.052824645,1.77425190985542
"38",723648.151574751,2.32045210011312
"39",553312.052824645,1.77425190985542
"40",290842.950908651,0.932617784997359
"41",365828.50937392,1.17306667751542
"42",290842.950908651,0.932617784997359
"43",552113.728647414,1.77040936034069
"44",221901.190139923,0.711548950352837
"45",227438.04046759,0.729303429436199
"46",221901.190139923,0.711548950352837
"47",218501.220201678,0.700646597646824
"48",218501.220201678,0.700646597646824
"49",218501.220201678,0.700646597646824
"50",221901.190139923,0.711548950352837
"51",221901.190139923,0.711548950352837
"52",331916.911465355,1.06432565687731
"53",319671.929150978,1.02506086380706
"54",479486.581958993,1.53752295733996
"55",243896.51291637,0.78207921125132
"56",290842.950908651,0.932617784997359
"57",223953.234911047,0.718129042609438
"58",221901.190139923,0.711548950352837
"59",479486.581958993,1.53752295733996
"60",218501.220201678,0.700646597646824
"61",221901.190139923,0.711548950352837
"62",293532.538811511,0.941242224766945
"63",327648.342547181,1.05063805235693
"64",293532.538811511,0.941242224766945
"65",286386.655342069,0.918328215703637
"66",319671.929150978,1.02506086380706
"67",146624.459932727,0.470166385747624
"68",286386.655342069,0.918328215703637
"69",218501.220201678,0.700646597646824
"70",221901.190139923,0.711548950352837
"71",218501.220201678,0.700646597646824
"72",298100.027299377,0.955888345579729
"73",218501.220201678,0.700646597646824
"74",221901.190139923,0.711548950352837
"75",365828.50937392,1.17306667751542
"76",286386.655342069,0.918328215703637
"77",218501.220201678,0.700646597646824
"78",221901.190139923,0.711548950352837
"79",111868.422669507,0.358717583614231
"80",298100.027299377,0.955888345579729
"81",293532.538811511,0.941242224766945
"82",319671.929150978,1.02506086380706
"83",131357.44756506,0.421211143018246
"84",479486.581958993,1.53752295733996
"85",290842.950908651,0.932617784997359
"86",111868.422669507,0.358717583614231
"87",319671.929150978,1.02506086380706
"88",221901.190139923,0.711548950352837
"89",723648.151574751,2.32045210011312
"90",243896.51291637,0.78207921125132
"91",218501.220201678,0.700646597646824
"92",298100.027299377,0.955888345579729
"93",290842.950908651,0.932617784997359
"94",298100.027299377,0.955888345579729
"95",221901.190139923,0.711548950352837
"96",243896.51291637,0.78207921125132
"97",286386.655342069,0.918328215703637
"98",167795.176002496,0.538052460572924
"99",567118.22492788,1.81852281828207
"100",218501.220201678,0.700646597646824
"101",218501.220201678,0.700646597646824
"102",725218.77920244,2.32548847886879
"103",553312.052824645,1.77425190985542
"104",319671.929150978,1.02506086380706
"105",290842.950908651,0.932617784997359
"106",221901.190139923,0.711548950352837
"107",218501.220201678,0.700646597646824
"108",293532.538811511,0.941242224766945
"109",290842.950908651,0.932617784997359
"110",286386.655342069,0.918328215703637
"111",332637.313873778,1.06663570116874
"112",293532.538811511,0.941242224766945
"113",553312.052824645,1.77425190985542
"114",243896.51291637,0.78207921125132
"115",553312.052824645,1.77425190985542
"116",319671.929150978,1.02506086380706
"117",319671.929150978,1.02506086380706
"118",221901.190139923,0.711548950352837
"119",319671.929150978,1.02506086380706
"120",101779.79107865,0.326367350546784
"121",243896.51291637,0.78207921125132
"122",286386.655342069,0.918328215703637
"123",290842.950908651,0.932617784997359
"124",243896.51291637,0.78207921125132
"125",290842.950908651,0.932617784997359
"126",553312.052824645,1.77425190985542
"127",290842.950908651,0.932617784997359
"128",290842.950908651,0.932617784997359
"129",221901.190139923,0.711548950352837
"130",249982.187745812,0.80159355245133
"131",286386.655342069,0.918328215703637
"132",298100.027299377,0.955888345579729
"133",101779.79107865,0.326367350546784
