"","pop_weight","scaled_weight"
"1",210030.454186299,0.8418552708311
"2",371480.341957248,1.4889873237595
"3",314121.743852622,1.25907953096374
"4",210030.454186299,0.8418552708311
"5",162740.715019464,0.652306015566838
"6",68690.4878806357,0.275328877911103
"7",362583.783244224,1.45332766252687
"8",68690.4878806357,0.275328877911103
"9",362583.783244224,1.45332766252687
"10",210030.454186299,0.8418552708311
"11",162740.715019464,0.652306015566838
"12",362583.783244224,1.45332766252687
"13",68690.4878806357,0.275328877911103
"14",351068.626702986,1.40717199778652
"15",371480.341957248,1.4889873237595
"16",187926.597573685,0.753257413595987
"17",99961.7100025061,0.400671858626059
"18",187926.597573685,0.753257413595987
"19",187926.597573685,0.753257413595987
"20",108706.658299273,0.435723826900376
"21",351068.626702986,1.40717199778652
"22",287839.097906123,1.15373202739732
"23",187926.597573685,0.753257413595987
"24",187926.597573685,0.753257413595987
"25",287839.097906123,1.15373202739732
"26",210030.454186299,0.8418552708311
"27",187926.597573685,0.753257413595987
"28",210030.454186299,0.8418552708311
"29",351068.626702986,1.40717199778652
"30",210030.454186299,0.8418552708311
"31",210030.454186299,0.8418552708311
"32",68690.4878806357,0.275328877911103
"33",187926.597573685,0.753257413595987
"34",187926.597573685,0.753257413595987
"35",187926.597573685,0.753257413595987
"36",210030.454186299,0.8418552708311
"37",305646.443937751,1.2251083817185
"38",61461.41864567,0.246352936958937
"39",280945.657943907,1.12610137360079
"40",99961.7100025061,0.400671858626059
"41",332385.305740527,1.33228451401751
"42",341596.465159767,1.36920517458359
"43",236828.135340151,0.949267165990888
"44",287839.097906123,1.15373202739732
"45",162740.715019464,0.652306015566838
"46",99961.7100025061,0.400671858626059
"47",61461.41864567,0.246352936958937
"48",187926.597573685,0.753257413595987
"49",287839.097906123,1.15373202739732
"50",371480.341957248,1.4889873237595
"51",210030.454186299,0.8418552708311
"52",210030.454186299,0.8418552708311
"53",351068.626702986,1.40717199778652
"54",371480.341957248,1.4889873237595
"55",305646.443937751,1.2251083817185
"56",314121.743852622,1.25907953096374
"57",187926.597573685,0.753257413595987
"58",351068.626702986,1.40717199778652
